disease_id,disease_name,rank,drugbank_id,drug_name,smiles,indication_score
15667,unclassified acute myeloid leukemia,1806,DB00888,Mechlorethamine,CN(CCCl)CCCl,3.6412240410343966e-12
15667,unclassified acute myeloid leukemia,1807,DB11155,Triclocarban,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,3.6273672867487283e-12
15667,unclassified acute myeloid leukemia,1808,DB04744,Lawsone,O=C1C=C(O)C(=O)c2ccccc21,3.605714468321586e-12
15667,unclassified acute myeloid leukemia,1809,DB12789,Dinoprost,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,3.59187614547285e-12
15667,unclassified acute myeloid leukemia,1810,DB06548,Minodronic acid,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,3.571368244539852e-12
15667,unclassified acute myeloid leukemia,1811,DB12273,Ecopipam,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,3.5704419022036804e-12
15667,unclassified acute myeloid leukemia,1812,DB07638,"(3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CC(F)(F)C[C@@H]32)cc1,3.567773463816759e-12
15667,unclassified acute myeloid leukemia,1813,DB12308,Eltanolone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,3.5277752941098584e-12
15667,unclassified acute myeloid leukemia,1814,DB00259,Sulfanilamide,Nc1ccc(S(N)(=O)=O)cc1,3.5234781672194293e-12
15667,unclassified acute myeloid leukemia,1815,DB14651,Perphenazine enanthate,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.5166097464567336e-12
15667,unclassified acute myeloid leukemia,1816,DB01359,Penbutolol,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,3.4870613341286827e-12
15667,unclassified acute myeloid leukemia,1817,DB01436,Alfacalcidol,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,3.46989711269563e-12
15667,unclassified acute myeloid leukemia,1818,DB00887,Bumetanide,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,3.4621955909835966e-12
15667,unclassified acute myeloid leukemia,1819,DB06706,Isometheptene,CNC(C)CCC=C(C)C,3.451691840336557e-12
15667,unclassified acute myeloid leukemia,1820,DB08930,Dolutegravir,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,3.4259739142838974e-12
15667,unclassified acute myeloid leukemia,1821,DB13213,Butaperazine,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,3.3847495119199156e-12
15667,unclassified acute myeloid leukemia,1822,DB01012,Cinacalcet,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,3.3424584714586425e-12
15667,unclassified acute myeloid leukemia,1823,DB07567,"(2R,3R,4S)-3-(4-HYDROXYPHENYL)-4-METHYL-2-[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]CHROMAN-6-OL",C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCC3)cc2)[C@H]1c1ccc(O)cc1,3.3124772456233353e-12
15667,unclassified acute myeloid leukemia,1824,DB08837,Tetraethylammonium,CC[N+](CC)(CC)CC,3.31156760000062e-12
15667,unclassified acute myeloid leukemia,1825,DB12107,Vaborbactam,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,3.3025034529982067e-12
15667,unclassified acute myeloid leukemia,1826,DB13393,Emetine,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,3.2853830333329226e-12
15667,unclassified acute myeloid leukemia,1827,DB06196,Icatibant,NC(N)=NCCCC(NC(=O)[C@H](N)CCCN=C(N)N)C(=O)N1CCCC1C(=O)N1C[C@H](O)CC1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2CC1C(=O)N1C(C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C[C@@H]2CCCC[C@@H]21,3.284424381772011e-12
15667,unclassified acute myeloid leukemia,1828,DB13167,Alclofenac,C=CCOc1ccc(CC(=O)O)cc1Cl,3.2791102732437905e-12
15667,unclassified acute myeloid leukemia,1829,DB01133,Tiludronic acid,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,3.2727119625430845e-12
15667,unclassified acute myeloid leukemia,1830,DB14185,Aripiprazole lauroxil,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,3.272462162362544e-12
15667,unclassified acute myeloid leukemia,1831,DB08088,"2-chloro-4-{[(1R,3Z,7S,7aS)-7-hydroxy-1-(trifluoromethyl)tetrahydro-1H-pyrrolo[1,2-c][1,3]oxazol-3-ylidene]amino}-3-methylbenzonitrile",Cc1c(/N=C2\O[C@@H](C(F)(F)F)[C@@H]3[C@@H](O)CCN23)ccc(C#N)c1Cl,3.2692555260172007e-12
15667,unclassified acute myeloid leukemia,1832,DB07837,"[4-(5-naphthalen-2-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",O=C(O)Cc1ccc(-c2c[nH]c3ncc(-c4ccc5ccccc5c4)cc23)cc1,3.22087950928307e-12
15667,unclassified acute myeloid leukemia,1833,DB00824,Enprofylline,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,3.184424078594983e-12
15667,unclassified acute myeloid leukemia,1834,DB00581,Lactulose,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,3.148398859328938e-12
15667,unclassified acute myeloid leukemia,1835,DB08561,"BENZYL 6-BENZYL-5,7-DIOXO-6,7-DIHYDRO-5H-[1,3]THIAZOLO[3,2-C]PYRIMIDINE-2-CARBOXYLATE",O=C(OCc1ccccc1)c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1,3.0970406360991687e-12
15667,unclassified acute myeloid leukemia,1836,DB00479,Amikacin,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,3.095445991543877e-12
15667,unclassified acute myeloid leukemia,1837,DB04722,"2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide",C[C@@H](NC(=O)Cc1c(Cl)cc/c(=N\CC(F)(F)c2cccc[n+]2[O-])n1O)c1cccc(Cl)c1,3.063651545995305e-12
15667,unclassified acute myeloid leukemia,1838,DB08608,"4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE",C[C@@H]1CN(C(=O)[C@@](C)(O)C(F)(F)F)[C@@H](C)CN1C(=O)c1ccc(C#N)cc1,3.0522721936737662e-12
15667,unclassified acute myeloid leukemia,1839,DB00188,Bortezomib,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,3.049787419134864e-12
15667,unclassified acute myeloid leukemia,1840,DB03910,"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",N=C(N)SCCc1cccc(CCSC(=N)N)c1,3.0466653505589747e-12
15667,unclassified acute myeloid leukemia,1841,DB11518,Flunixin,Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,3.0455729084499783e-12
15667,unclassified acute myeloid leukemia,1842,DB07431,"(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one",COc1ccc2sc3c(c2c1)NC[C@@H](CN)NC3=O,3.0364493471685128e-12
15667,unclassified acute myeloid leukemia,1843,DB12083,Mafosfamide,O=[P@@]1(N(CCCl)CCCl)N[C@@H](SCCS(=O)(=O)O)CCO1,3.0281148682281822e-12
15667,unclassified acute myeloid leukemia,1844,DB13770,Vinylbital,C=CC1(C(C)CCC)C(=O)NC(=O)NC1=O,2.996520566400651e-12
15667,unclassified acute myeloid leukemia,1845,DB06448,Lonafarnib,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,2.9930188102239574e-12
15667,unclassified acute myeloid leukemia,1846,DB11892,Prulifloxacin,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,2.9484156002096418e-12
15667,unclassified acute myeloid leukemia,1847,DB07702,17alpha-Estriol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@H]2O,2.921918566475834e-12
15667,unclassified acute myeloid leukemia,1848,DB00754,Ethotoin,CCN1C(=O)NC(c2ccccc2)C1=O,2.9178974774585198e-12
15667,unclassified acute myeloid leukemia,1849,DB04838,Cyclandelate,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,2.9035573858443575e-12
15667,unclassified acute myeloid leukemia,1850,DB12942,Lactitol,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,2.8757898840048313e-12
15667,unclassified acute myeloid leukemia,1851,DB04256,(S)-alpha-methyl-4-carboxyphenylglycine,C[C@@](N)(C(=O)O)c1ccc(C(=O)O)cc1,2.8755815003472796e-12
15667,unclassified acute myeloid leukemia,1852,DB00586,Diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,2.8708686903439196e-12
15667,unclassified acute myeloid leukemia,1853,DB01222,Budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,2.855718916547345e-12
15667,unclassified acute myeloid leukemia,1854,DB13028,Biapenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,2.8206892117160764e-12
15667,unclassified acute myeloid leukemia,1855,DB13729,Camostat,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,2.811868793362038e-12
15667,unclassified acute myeloid leukemia,1856,DB11477,Xylazine,Cc1cccc(C)c1NC1=NCCCS1,2.77262392732458e-12
15667,unclassified acute myeloid leukemia,1857,DB00091,Cyclosporine,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,2.748125945556401e-12
15667,unclassified acute myeloid leukemia,1858,DB08059,Wortmannin,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,2.727650137007709e-12
15667,unclassified acute myeloid leukemia,1859,DB11943,Delafloxacin,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,2.70891273822238e-12
15667,unclassified acute myeloid leukemia,1860,DB04396,Thiodigalactoside,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,2.6994532911078783e-12
15667,unclassified acute myeloid leukemia,1861,DB01190,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,2.6912996570899184e-12
15667,unclassified acute myeloid leukemia,1862,DB11967,Binimetinib,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,2.6877755663484715e-12
15667,unclassified acute myeloid leukemia,1863,DB08683,"REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE",O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1CC[C@@H]3O1,2.6712165465681004e-12
15667,unclassified acute myeloid leukemia,1864,DB00257,Clotrimazole,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,2.5947716197904924e-12
15667,unclassified acute myeloid leukemia,1865,DB00585,Nizatidine,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,2.5854641778205734e-12
15667,unclassified acute myeloid leukemia,1866,DB03267,1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,C=CCn1c(=O)c2[nH]c(Cc3ccc(NC(C)=O)cc3)nc2n(CCCC)c1=O,2.575988684513919e-12
15667,unclassified acute myeloid leukemia,1867,DB01621,Pipotiazine,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,2.543720442615971e-12
15667,unclassified acute myeloid leukemia,1868,DB00298,Dapiprazole,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,2.5400404436021207e-12
15667,unclassified acute myeloid leukemia,1869,DB03256,(6R)-Folinic acid,Nc1nc(=O)c2c([nH]1)NC[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,2.5274658668056338e-12
15667,unclassified acute myeloid leukemia,1870,DB13165,Ripasudil,C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,2.51753522542697e-12
15667,unclassified acute myeloid leukemia,1871,DB02379,Beta-D-Glucose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,2.5156680124455155e-12
15667,unclassified acute myeloid leukemia,1872,DB08615,"2-[4-(DIMETHYLAMINO)PHENYL]-6-HYDROXY-3-METHYL-1,3-BENZOTHIAZOL-3-IUM",CN(C)c1ccc(-c2sc3cc(O)ccc3[n+]2C)cc1,2.472390131166846e-12
15667,unclassified acute myeloid leukemia,1873,DB01023,Felodipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,2.4508394445843518e-12
15667,unclassified acute myeloid leukemia,1874,DB07339,"(3S)-3-hydroxy-1-methyl-2,3-dihydro-1H-indole-5,6-dione",CN1C[C@@H](O)C2=CC(=O)C(=O)C=C21,2.417578507177276e-12
15667,unclassified acute myeloid leukemia,1875,DB12958,Prothipendyl,CN(C)CCCN1c2ccccc2Sc2cccnc21,2.366462928393709e-12
15667,unclassified acute myeloid leukemia,1876,DB00356,Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,2.3594140963895116e-12
15667,unclassified acute myeloid leukemia,1877,DB06575,Valomaciclovir,CC(C)[C@H](N)C(=O)OCC[C@@H](CO)Cn1cnc2c(=O)[nH]c(N)nc21,2.3461666637247802e-12
15667,unclassified acute myeloid leukemia,1878,DB00669,Sumatriptan,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,2.3455046498782606e-12
15667,unclassified acute myeloid leukemia,1879,DB09341,"Dextrose, unspecified form",OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,2.342039973415866e-12
15667,unclassified acute myeloid leukemia,1880,DB03696,Lanosterol,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,2.341160251773111e-12
15667,unclassified acute myeloid leukemia,1881,DB01555,Alphacetylmethadol,CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,2.336681195758139e-12
15667,unclassified acute myeloid leukemia,1882,DB09496,Octinoxate,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,2.2989936777212394e-12
15667,unclassified acute myeloid leukemia,1883,DB00287,Travoprost,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,2.2370887694384e-12
15667,unclassified acute myeloid leukemia,1884,DB05542,Naronapride,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCCCC(=O)O[C@H]2CN3CCC2CC3)C[C@@H]1OC,2.2215009779641415e-12
15667,unclassified acute myeloid leukemia,1885,DB02509,Farnesol,CC(C)=CCC/C(C)=C\CC/C(C)=C\CO,2.2178556734198107e-12
15667,unclassified acute myeloid leukemia,1886,DB11992,Omarigliptin,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,2.190946859700893e-12
15667,unclassified acute myeloid leukemia,1887,DB08892,Arbaclofen Placarbil,CC(C)C(=O)O[C@@H](OC(=O)NC[C@H](CC(=O)O)c1ccc(Cl)cc1)C(C)C,2.1842581996583954e-12
15667,unclassified acute myeloid leukemia,1888,DB00792,Tripelennamine,CN(C)CCN(Cc1ccccc1)c1ccccn1,2.1825592548541106e-12
15667,unclassified acute myeloid leukemia,1889,DB00938,Salmeterol,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,2.174298935342378e-12
15667,unclassified acute myeloid leukemia,1890,DB09498,Strontium chloride Sr-89,[89Sr+2].[Cl-].[Cl-],2.163840287505714e-12
15667,unclassified acute myeloid leukemia,1891,DB05253,Telapristone acetate,COCC(=O)[C@@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,2.1600382073272417e-12
15667,unclassified acute myeloid leukemia,1892,DB06958,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE",CCNC(=O)c1n[nH]c(-c2cc(Cl)c(O)cc2O)c1N1CCNCC1,2.1494923896359097e-12
15667,unclassified acute myeloid leukemia,1893,DB07981,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]-n-[(1R)-1-(hydroxymethyl)propyl]acetamide,CC[C@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,2.147201904126317e-12
15667,unclassified acute myeloid leukemia,1894,DB07984,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]-n-[(1S)-1-(hydroxymethyl)propyl]acetamide,CC[C@@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,2.147201904126317e-12
15667,unclassified acute myeloid leukemia,1895,DB12783,Benserazide,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,2.1470993386007997e-12
15667,unclassified acute myeloid leukemia,1896,DB00557,Hydroxyzine,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.1332124434947364e-12
15667,unclassified acute myeloid leukemia,1897,DB13766,Lidoflazine,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,2.1244581614732194e-12
15667,unclassified acute myeloid leukemia,1898,DB00438,Ceftazidime,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,2.116510742708466e-12
15667,unclassified acute myeloid leukemia,1899,DB12500,Fedratinib,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,2.104282026405002e-12
15667,unclassified acute myeloid leukemia,1900,DB13467,Lanatoside C,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.079833701096323e-12
15667,unclassified acute myeloid leukemia,1901,DB01901,Sucrosofate,O=S(=O)(O)OC[C@H]1O[C@@](COS(=O)(=O)O)(O[C@H]2O[C@H](COS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]2OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]1OS(=O)(=O)O,2.074778066366023e-12
15667,unclassified acute myeloid leukemia,1902,DB04356,9-Deazaguanine,Nc1nc2cc[nH]c2c(=O)[nH]1,2.0325846041002738e-12
15667,unclassified acute myeloid leukemia,1903,DB07248,"7-PYRIDIN-2-YL-N-(3,4,5-TRIMETHOXYPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-2-AMINE",COc1cc(Nc2ncc3ccn(-c4ccccn4)c3n2)cc(OC)c1OC,2.030046920495354e-12
15667,unclassified acute myeloid leukemia,1904,DB11377,Bambermycins,C=C(C/C=C(\C)CCC=C(C)C)CCC(C)(C)/C=C/CC/C(C)=C/CCOC(=O)[C@H](O)COP(=O)(O)O[C@H]1O[C@H](C(=O)O)[C@@](C)(O)[C@H](OC(N)=O)[C@H]1O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]3O[C@H](C(=O)NC4=C(O)CCC4=O)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O,1.9822004281022654e-12
15667,unclassified acute myeloid leukemia,1905,DB09118,Stiripentol,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,1.975146825608509e-12
15667,unclassified acute myeloid leukemia,1906,DB13491,Fluperolone,C[C@H](O)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.9437721831411237e-12
15667,unclassified acute myeloid leukemia,1907,DB00222,Glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,1.9338909813815253e-12
15667,unclassified acute myeloid leukemia,1908,DB14906,Adafosbuvir,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@@]1(F)O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1,1.9163908741154367e-12
15667,unclassified acute myeloid leukemia,1909,DB11642,Pitolisant,Clc1ccc(CCCOCCCN2CCCCC2)cc1,1.9019887661370083e-12
15667,unclassified acute myeloid leukemia,1910,DB08179,"methyl 4-(2,3-dihydroxy-5-methylphenoxy)-2-hydroxy-6-methylbenzoate",COC(=O)c1c(C)cc(Oc2cc(C)cc(O)c2O)cc1O,1.8929157286767806e-12
15667,unclassified acute myeloid leukemia,1911,DB12674,Lurbinectedin,COc1ccc2[nH]c3c(c2c1)CCN[C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,1.8817670945775467e-12
15667,unclassified acute myeloid leukemia,1912,DB09332,Kappadione,Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],1.8607771573586618e-12
15667,unclassified acute myeloid leukemia,1913,DB05678,SLx-4090,COc1cccc(C(=O)Nc2ccc3c(c2)CCN(C(=O)Oc2ccccc2)C3)c1-c1ccc(C(F)(F)F)cc1,1.8595708740215544e-12
15667,unclassified acute myeloid leukemia,1914,DB07786,"1-((1R,2S)-1-{2-[2-(4-CHLOROPHENYL)-1,3-BENZOXAZOL-7-YL]ETHYL}-2-HYDROXYPROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE",C[C@H](O)[C@H](CCc1cccc2nc(-c3ccc(Cl)cc3)oc12)n1cnc(C(N)=O)c1,1.840979408848642e-12
15667,unclassified acute myeloid leukemia,1915,DB06879,"5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE",CCN1c2c(F)ccc(F)c2C(N)=NC12CCN(C(=O)C1=CN=C(C#N)CC1)CC2,1.8382671686939522e-12
15667,unclassified acute myeloid leukemia,1916,DB13841,Clopenthixol,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.7976440648548309e-12
15667,unclassified acute myeloid leukemia,1917,DB07346,4-(2-aminoethyl)-2-ethylphenol,CCc1cc(CCN)ccc1O,1.7918349096146535e-12
15667,unclassified acute myeloid leukemia,1918,DB11443,Orbifloxacin,C[C@@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,1.7908336489083632e-12
15667,unclassified acute myeloid leukemia,1919,DB13313,Melevodopa,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,1.789781864380835e-12
15667,unclassified acute myeloid leukemia,1920,DB13604,Guanazodine,N=C(N)NCC1CCCCCCN1,1.7807480750392513e-12
15667,unclassified acute myeloid leukemia,1921,DB13836,Metampicillin,C=N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1,1.761916350664916e-12
15667,unclassified acute myeloid leukemia,1922,DB00978,Lomefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,1.7588339638885397e-12
15667,unclassified acute myeloid leukemia,1923,DB06933,N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide,CC(C)(C)NS(=O)(=O)c1ccc(-c2cnc3cccc(Nc4ccccn4)c3c2)cc1,1.7423229742644097e-12
15667,unclassified acute myeloid leukemia,1924,DB08730,3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE,O=C(Nc1ccc2ccn(CCc3ccncc3)c2c1)c1cc(F)cc(N2CCOCC2)c1,1.731631981902182e-12
15667,unclassified acute myeloid leukemia,1925,DB12864,Melarsoprol,Nc1nc(N)nc(Nc2ccc([As]3SCC(CO)S3)cc2)n1,1.730984713205208e-12
