variable,type,value,unit,low,high,role,stage,active,source,descriptor__<r^2>,descriptor__<r^2>-atom0,descriptor__<r^2>-atom1,descriptor__A,descriptor__AN,descriptor__B,descriptor__Bond_dipole_bond0,descriptor__Chem_potential,descriptor__Cond_Fukui+_atom0,descriptor__Cond_Fukui+_atom1,descriptor__Cond_Fukui-_atom0,descriptor__Cond_Fukui-_atom1,descriptor__Cond_Fukui0_atom0,descriptor__Cond_Fukui0_atom1,descriptor__Cond_dual_desc_atom0,descriptor__Cond_dual_desc_atom1,descriptor__Cond_electro_idx_atom0,descriptor__Cond_electro_idx_atom1,descriptor__Cond_nucleo_idx_atom0,descriptor__Cond_nucleo_idx_atom1,descriptor__Cond_softness+_atom0,descriptor__Cond_softness+_atom1,descriptor__Cond_softness-_atom0,descriptor__Cond_softness-_atom1,descriptor__Cond_softness0_atom0,descriptor__Cond_softness0_atom1,descriptor__DI,descriptor__DN,descriptor__ES,descriptor__ET,descriptor__E_ox_potential,descriptor__E_red_potential,descriptor__Elec_hardness,descriptor__Elec_softness,descriptor__Electro_idx,descriptor__Fuzzy_bond_order_bond0,descriptor__HOMO_LUMO_energy_gap,descriptor__HOMO_ODI,descriptor__HOMO_ODI-atom0,descriptor__HOMO_ODI-atom1,descriptor__HOMO_energy,descriptor__Hirshfeld_atom0,descriptor__Hirshfeld_atom1,descriptor__LUMO_ODI,descriptor__LUMO_ODI-atom0,descriptor__LUMO_ODI-atom1,descriptor__LUMO_energy,descriptor__Laplacian_bond_order_bond0,descriptor__MPI,descriptor__Mayer_bond_order_bond0,descriptor__Molecular_ES_radius_max,descriptor__Molecular_ES_radius_min,descriptor__Molecular_all_surface_area,descriptor__Molecular_height,descriptor__Molecular_length,descriptor__Molecular_sphericity,descriptor__Molecular_volumn,descriptor__Molecular_widht,descriptor__Mulliken_Chi,descriptor__Mulliken_bond_order_bond0,descriptor__Nucleo_idx,descriptor__Relative_electro_idx_atom0,descriptor__Relative_electro_idx_atom1,descriptor__Relative_nucleo_idx_atom0,descriptor__Relative_nucleo_idx_atom1,descriptor__SA,descriptor__SB,descriptor__SPP,descriptor__VEA,descriptor__VIP,descriptor__Wiberg_bond_order_bond0,descriptor__area_nSurface,descriptor__area_pSurface,descriptor__aver_ALIE,descriptor__aver_ESP_atom0,descriptor__aver_ESP_atom1,descriptor__aver_LEA,descriptor__aver_LEAE,descriptor__aver_nESP,descriptor__aver_oESP,descriptor__aver_pESP,descriptor__bond_0,descriptor__char_balance,descriptor__charge_ADCH-atom0,descriptor__charge_ADCH-atom1,descriptor__charge_Becke-atom0,descriptor__charge_Becke-atom1,descriptor__charge_CHELPG-ESP-atom0,descriptor__charge_CHELPG-ESP-atom1,descriptor__charge_CM5-atom0,descriptor__charge_CM5-atom1,descriptor__charge_Hirshfeld-atom0,descriptor__charge_Hirshfeld-atom1,descriptor__charge_MK-ESP-atom0,descriptor__charge_MK-ESP-atom1,descriptor__charge_Modified_Mulliken_by_Bickelhaupt-atom0,descriptor__charge_Modified_Mulliken_by_Bickelhaupt-atom1,descriptor__charge_Mulliken-atom0,descriptor__charge_Mulliken-atom1,descriptor__charge_RESP-atom0,descriptor__charge_RESP-atom1,descriptor__charge_SCPA-atom0,descriptor__charge_SCPA-atom1,descriptor__dipole,descriptor__dipole-atom0,descriptor__dipole-atom1,descriptor__energy_index-atom0,descriptor__energy_index-atom1,descriptor__f(n2),descriptor__icp_atom0,descriptor__icp_atom1,descriptor__lattice_energy,descriptor__max_ESP,descriptor__max_ESP_atom0,descriptor__max_ESP_atom1,descriptor__min_ESP,descriptor__min_ESP_atom0,descriptor__min_ESP_atom1,descriptor__nD,descriptor__nu_atom0,descriptor__nu_atom1,descriptor__oxidation_state_LOBA-atom0,descriptor__oxidation_state_LOBA-atom1,descriptor__r+_in_crystal,descriptor__r+_thermo,descriptor__r-_thermo,descriptor__total_ESP-atom0,descriptor__total_ESP-atom1,descriptor__vari_ALIE,descriptor__vari_ESP_atom0,descriptor__vari_ESP_atom1,descriptor__vari_LEA,descriptor__vari_LEAE,descriptor__vari_n_ESP,descriptor__vari_o_ESP,descriptor__vari_p_ESP,descriptor__z+,descriptor__z-,descriptor__z/r_+,descriptor__z/r_-,descriptor__α,descriptor__β,descriptor__δ,descriptor__δd,descriptor__δh,descriptor__δp,descriptor__ε0,descriptor__π*
Additive,categorical,GaCl3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5366.086957,,,,,,,,,,,,62,62,168,,,,,,,,,,,3,1,20.66666667,168,,,,,,,,
Additive,categorical,Ga(OTf)3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4385.08632,,,,,,,,,,,,62,62,230,,,,,,,,,,,3,1,20.66666667,230,,,,,,,,
Additive,categorical,KF,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.9014624,,,,,,,,,,,,138,133,126,,,,,,,,,,,1,1,133,126,,,,,,,,
Additive,categorical,KCl,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8354102,,,,,,,,,,,,138,133,168,,,,,,,,,,,1,1,133,168,,,,,,,,
Additive,categorical,KBr,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.2003182,,,,,,,,,,,,138,133,190,,,,,,,,,,,1,1,133,190,,,,,,,,
Additive,categorical,KI,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.9350324,,,,,,,,,,,,138,133,211,,,,,,,,,,,1,1,133,211,,,,,,,,
Additive,categorical,KBO2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.0645016,,,,,,,,,,,,138,133,165,,,,,,,,,,,1,1,133,165,,,,,,,,
Additive,categorical,KBF4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.895907,,,,,,,,,,,,138,133,205,,,,,,,,,,,1,1,133,205,,,,,,,,
Additive,categorical,KHCO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.5415225,,,,,,,,,,,,138,133,207,,,,,,,,,,,1,1,133,207,,,,,,,,
Additive,categorical,K2CO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.087844,,,,,,,,,,,,138,133,189,,,,,,,,,,,1,2,133,94.5,,,,,,,,
Additive,categorical,KNO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.435219,,,,,,,,,,,,138,133,200,,,,,,,,,,,1,1,133,200,,,,,,,,
Additive,categorical,KNO2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.7167969,,,,,,,,,,,,138,133,187,,,,,,,,,,,1,1,133,187,,,,,,,,
Additive,categorical,KHSO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.9922436,,,,,,,,,,,,138,133,221,,,,,,,,,,,1,1,133,221,,,,,,,,
Additive,categorical,K2SO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865.074147,,,,,,,,,,,,138,133,218,,,,,,,,,,,1,2,133,109,,,,,,,,
Additive,categorical,KH2PO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.6819139,,,,,,,,,,,,138,133,213,,,,,,,,,,,1,1,133,213,,,,,,,,
Additive,categorical,K3PO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3619.834711,,,,,,,,,,,,138,133,230,,,,,,,,,,,1,3,133,76.66666667,,,,,,,,
Additive,categorical,LaCl3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4411.248514,,,,,,,,,,,,103,122,168,,,,,,,,,,,3,1,40.66666667,168,,,,,,,,
Additive,categorical,La(OTf)3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720.703125,,,,,,,,,,,,103,122,230,,,,,,,,,,,3,1,40.66666667,230,,,,,,,,
Additive,categorical,La(OAc)3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.274315,,,,,,,,,,,,103,122,194,,,,,,,,,,,3,1,40.66666667,194,,,,,,,,
Additive,categorical,La2(SO4)3_8H2O,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9593.122837,,,,,,,,,,,,103,122,218,,,,,,,,,,,3,2,40.66666667,109,,,,,,,,
Additive,categorical,LiCl,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.7763236,,,,,,,,,,,,76,78,168,,,,,,,,,,,1,1,78,168,,,,,,,,
Additive,categorical,LiBr,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.742593,,,,,,,,,,,,76,78,190,,,,,,,,,,,1,1,78,190,,,,,,,,
Additive,categorical,Li2CO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367.756596,,,,,,,,,,,,76,78,189,,,,,,,,,,,1,2,78,94.5,,,,,,,,
Additive,categorical,Li2C2O4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075.443802,,,,,,,,,,,,76,78,233,,,,,,,,,,,1,2,78,116.5,,,,,,,,
Additive,categorical,LiNO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.4734745,,,,,,,,,,,,76,78,200,,,,,,,,,,,1,1,78,200,,,,,,,,
Additive,categorical,Li3PO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.7040816,,,,,,,,,,,,76,78,230,,,,,,,,,,,1,1,78,230,,,,,,,,
Additive,categorical,MgF2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5913.927336,,,,,,,,,,,,72,78,126,,,,,,,,,,,1,3,78,42,,,,,,,,
Additive,categorical,MgCl2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537.328971,,,,,,,,,,,,72,78,168,,,,,,,,,,,2,1,39,168,,,,,,,,
Additive,categorical,MgBr2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3146.970372,,,,,,,,,,,,72,78,190,,,,,,,,,,,2,2,39,95,,,,,,,,
Additive,categorical,MgSiO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3097.693515,,,,,,,,,,,,72,78,195,,,,,,,,,,,2,2,39,97.5,,,,,,,,
Additive,categorical,MgSO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166.830259,,,,,,,,,,,,72,78,218,,,,,,,,,,,2,1,39,218,,,,,,,,
Additive,categorical,Mg(NO3)2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2287.420423,,,,,,,,,,,,72,78,200,,,,,,,,,,,2,1,39,200,,,,,,,,
Additive,categorical,Mn(NO3)2_6H2O,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199.064725,,,,,,,,,,,,83,91,200,,,,,,,,,,,2,1,45.5,200,,,,,,,,
Additive,categorical,MnBr2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266.422664,,,,,,,,,,,,83,91,190,,,,,,,,,,,2,1,45.5,190,,,,,,,,
Additive,categorical,MnCl2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2429.704387,,,,,,,,,,,,83,91,168,,,,,,,,,,,2,1,45.5,168,,,,,,,,
Additive,categorical,NaF,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.9628508,,,,,,,,,,,,102,98,126,,,,,,,,,,,1,1,98,126,,,,,,,,
Additive,categorical,NaCl,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.7773758,,,,,,,,,,,,102,98,168,,,,,,,,,,,1,1,98,168,,,,,,,,
Additive,categorical,NaBr,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.6195023,,,,,,,,,,,,102,98,190,,,,,,,,,,,1,1,98,190,,,,,,,,
Additive,categorical,NaI,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.7300405,,,,,,,,,,,,102,98,211,,,,,,,,,,,1,1,98,211,,,,,,,,
Additive,categorical,NaBO2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.4477295,,,,,,,,,,,,102,98,165,,,,,,,,,,,1,1,98,165,,,,,,,,
Additive,categorical,NaBF4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.7410711,,,,,,,,,,,,102,98,205,,,,,,,,,,,1,1,98,205,,,,,,,,
Additive,categorical,NaCOOH,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.0645016,,,,,,,,,,,,102,98,200,,,,,,,,,,,1,1,98,200,,,,,,,,
Additive,categorical,NaOAc,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.84772,,,,,,,,,,,,102,98,194,,,,,,,,,,,1,1,98,194,,,,,,,,
Additive,categorical,NaOTf,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.2004015,,,,,,,,,,,,102,98,230,,,,,,,,,,,1,1,98,230,,,,,,,,
Additive,categorical,NaHCO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.6925558,,,,,,,,,,,,102,98,207,,,,,,,,,,,1,1,98,207,,,,,,,,
Additive,categorical,Na2CO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225.533878,,,,,,,,,,,,102,98,189,,,,,,,,,,,1,2,98,94.5,,,,,,,,
Additive,categorical,Na2C2O4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.741103,,,,,,,,,,,,102,98,233,,,,,,,,,,,1,2,98,116.5,,,,,,,,
Additive,categorical,NaNO2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.3342567,,,,,,,,,,,,102,98,187,,,,,,,,,,,1,1,98,187,,,,,,,,
Additive,categorical,NaNO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.0645016,,,,,,,,,,,,102,98,200,,,,,,,,,,,1,1,98,200,,,,,,,,
Additive,categorical,NaHSO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.5755054,,,,,,,,,,,,102,98,221,,,,,,,,,,,1,1,98,221,,,,,,,,
Additive,categorical,Na2SO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.2123858,,,,,,,,,,,,102,98,218,,,,,,,,,,,1,1,98,218,,,,,,,,
Additive,categorical,NaH2PO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075.443802,,,,,,,,,,,,102,98,213,,,,,,,,,,,1,2,98,106.5,,,,,,,,
Additive,categorical,Na2HPO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.913701,,,,,,,,,,,,102,98,233,,,,,,,,,,,1,1,98,233,,,,,,,,
Additive,categorical,Na3PO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.601205,,,,,,,,,,,,102,98,230,,,,,,,,,,,1,2,98,115,,,,,,,,
Additive,categorical,NH4F,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.0365946,,,,,,,,,,,,136,136,126,,,,,,,,,,,1,1,136,126,,,,,,,,
Additive,categorical,NH4Cl,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.7111323,,,,,,,,,,,,136,136,168,,,,,,,,,,,1,1,136,168,,,,,,,,
Additive,categorical,NH4Br,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.7716888,,,,,,,,,,,,136,136,190,,,,,,,,,,,1,1,136,190,,,,,,,,
Additive,categorical,(NH4)2SO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.9922436,,,,,,,,,,,,136,136,218,,,,,,,,,,,1,1,136,218,,,,,,,,
Additive,categorical,NH4HCO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.5740295,,,,,,,,,,,,136,136,207,,,,,,,,,,,1,1,136,207,,,,,,,,
Additive,categorical,NH4NO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.2850765,,,,,,,,,,,,136,136,200,,,,,,,,,,,1,1,136,200,,,,,,,,
